rec_id,invensys_acct_id,invensys_device_type_id,instance_id,occ_mode_id,cooling_temp_set,cooling_temp_max,cooling_temp_min,heating_temp_set,heating_temp_max,heating_temp_min,rec_create_date,rec_last_update_date
145,1068,1,0,0,72,77,69,66,69,61,2/28/2006 15:13,2/28/2006 15:13
146,1068,1,0,1,78,83,78,62,62,57,2/28/2006 15:13,2/28/2006 15:13
147,1068,1,0,2,75,80,75,65,65,60,2/28/2006 15:13,2/28/2006 15:13
148,1068,1,0,3,80,85,80,60,60,55,2/28/2006 15:13,2/28/2006 15:13
149,1068,1,0,4,72,77,72,68,68,63,2/28/2006 15:13,2/28/2006 15:13
150,1068,1,0,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
151,1068,1,0,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
152,1068,1,0,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
153,1068,1,1,0,72,77,69,68,71,63,2/28/2006 15:13,2/28/2006 15:13
154,1068,1,1,1,78,83,78,62,62,57,2/28/2006 15:13,2/28/2006 15:13
155,1068,1,1,2,75,80,75,65,65,60,2/28/2006 15:13,2/28/2006 15:13
156,1068,1,1,3,80,85,80,60,60,55,2/28/2006 15:13,2/28/2006 15:13
157,1068,1,1,4,72,77,72,68,68,63,2/28/2006 15:13,2/28/2006 15:13
158,1068,1,1,5,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
159,1068,1,1,6,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
160,1068,1,1,7,89,89,89,79,79,79,2/28/2006 15:13,2/28/2006 15:13
161,431,1,0,0,73,73,73,67,67,67,2/28/2006 15:13,3/2/2006 15:15
162,431,1,0,1,80,90,77,64,67,54,2/28/2006 15:13,3/2/2006 15:15
163,431,1,0,2,76,86,73,65,68,55,2/28/2006 15:13,3/2/2006 15:15
164,431,1,0,3,82,92,82,64,64,54,2/28/2006 15:13,3/2/2006 15:15
165,431,1,0,4,74,79,74,70,70,65,2/28/2006 15:13,3/2/2006 15:15
166,431,1,0,5,76,81,76,72,72,67,2/28/2006 15:13,3/2/2006 15:15
167,431,1,0,6,77,82,77,71,71,66,2/28/2006 15:13,3/2/2006 15:15
168,431,1,0,7,76,81,76,72,72,67,2/28/2006 15:13,3/2/2006 15:15
169,1316,1,0,0,94,104,91,70,73,60,2/28/2006 15:13,10/21/2006 19:12
170,1316,1,0,1,94,104,94,62,62,52,2/28/2006 15:13,4/25/2006 19:49
171,1316,1,0,2,94,104,94,55,55,45,2/28/2006 15:13,3/2/2007 6:17
172,1316,1,0,3,94,104,94,50,50,40,2/28/2006 15:13,4/25/2006 19:49
173,1316,1,0,4,94,104,91,64,67,54,2/28/2006 15:13,10/19/2006 16:36
174,1316,1,0,5,94,104,91,66,69,56,2/28/2006 15:13,10/19/2006 16:40
175,1316,1,0,6,94,104,91,68,71,58,2/28/2006 15:13,10/19/2006 16:40
176,1316,1,0,7,94,104,91,70,73,60,2/28/2006 15:13,10/19/2006 16:40
177,1316,1,1,0,85,95,82,40,43,30,2/28/2006 15:13,4/15/2006 15:13
178,1316,1,1,1,85,95,82,40,43,30,2/28/2006 15:13,4/15/2006 15:13
179,1316,1,1,2,85,95,82,40,43,30,2/28/2006 15:13,4/15/2006 15:13
180,1316,1,1,3,85,95,82,40,43,30,2/28/2006 15:13,4/15/2006 15:13
181,1316,1,1,4,72,82,69,68,71,58,2/28/2006 15:13,4/15/2006 15:13
182,1316,1,1,5,85,95,82,40,43,30,2/28/2006 15:13,4/15/2006 15:13
183,1316,1,1,6,85,95,82,40,43,30,2/28/2006 15:13,4/15/2006 15:13
184,1316,1,1,7,85,95,82,40,43,30,2/28/2006 15:13,4/15/2006 15:13
185,1318,1,0,0,90,90,90,60,60,60,2/28/2006 15:13,11/2/2006 2:32
186,1318,1,0,1,85,85,85,60,60,60,2/28/2006 15:13,3/31/2006 16:05
187,1318,1,0,2,85,85,85,60,60,60,2/28/2006 15:13,3/31/2006 16:05
188,1318,1,0,3,80,80,80,60,60,60,2/28/2006 15:13,2/28/2006 15:13
189,1318,1,0,4,89,89,89,62,62,62,2/28/2006 15:13,2/28/2006 15:13
190,1318,1,0,5,89,89,89,64,64,64,2/28/2006 15:13,2/28/2006 15:13
191,1318,1,0,6,78,78,78,68,68,68,2/28/2006 15:13,3/31/2006 16:05
192,1318,1,0,7,78,78,78,68,68,68,2/28/2006 15:13,3/31/2006 16:05
193,1320,1,0,0,72,72,72,68,68,68,2/28/2006 15:13,2/28/2006 15:13
194,1320,1,0,1,78,78,78,60,60,60,2/28/2006 15:13,4/19/2006 10:29
195,1320,1,0,2,75,75,75,62,62,62,2/28/2006 15:13,4/19/2006 10:29
196,1320,1,0,3,85,85,85,60,60,60,2/28/2006 15:13,4/19/2006 10:29
197,1320,1,0,4,80,80,80,70,70,70,2/28/2006 15:13,4/19/2006 10:29
198,1320,1,0,5,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:04
199,1320,1,0,6,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:04
200,1320,1,0,7,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:04
201,1321,1,0,0,75,80,72,70,73,65,2/28/2006 15:13,4/17/2006 15:05
202,1321,1,0,1,78,83,75,72,75,67,2/28/2006 15:13,4/17/2006 15:05
203,1321,1,0,2,75,80,72,68,71,63,2/28/2006 15:13,4/17/2006 15:05
204,1321,1,0,3,80,85,77,60,63,55,2/28/2006 15:13,4/17/2006 15:05
205,1321,1,0,4,78,83,75,68,71,63,2/28/2006 15:13,4/17/2006 15:05
206,1321,1,0,5,78,83,75,68,71,63,2/28/2006 15:13,4/17/2006 15:05
207,1321,1,0,6,78,83,75,68,71,63,2/28/2006 15:13,4/17/2006 15:05
208,1321,1,0,7,78,83,75,68,71,63,2/28/2006 15:13,4/17/2006 15:05
209,1322,1,0,0,75,75,75,69,69,69,2/28/2006 15:13,5/18/2006 17:09
210,1322,1,0,1,78,78,78,62,62,62,2/28/2006 15:13,2/28/2006 15:13
211,1322,1,0,2,75,75,75,63,63,63,2/28/2006 15:13,2/28/2006 15:13
212,1322,1,0,3,80,80,80,60,60,60,2/28/2006 15:13,2/28/2006 15:13
213,1322,1,0,4,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:04
214,1322,1,0,5,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:04
215,1322,1,0,6,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:04
216,1322,1,0,7,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:04
217,1323,1,0,0,80,80,80,69,69,69,2/28/2006 15:13,1/10/2007 8:24
218,1323,1,0,1,78,78,78,65,65,65,2/28/2006 15:13,2/28/2006 15:13
219,1323,1,0,2,75,75,75,67,67,67,2/28/2006 15:13,1/10/2007 8:24
220,1323,1,0,3,80,80,80,65,65,65,2/28/2006 15:13,1/10/2007 8:24
221,1323,1,0,4,78,78,78,68,68,68,2/28/2006 15:13,4/19/2006 10:29
222,1323,1,0,5,78,78,78,68,68,68,2/28/2006 15:13,4/19/2006 10:29
223,1323,1,0,6,78,78,78,68,68,68,2/28/2006 15:13,4/19/2006 10:29
224,1323,1,0,7,78,78,78,68,68,68,2/28/2006 15:13,4/19/2006 10:29
225,1323,1,1,0,72,72,72,68,68,68,2/28/2006 15:13,2/28/2006 15:13
226,1323,1,1,1,78,78,78,62,62,62,2/28/2006 15:13,2/28/2006 15:13
227,1323,1,1,2,75,75,75,65,65,65,2/28/2006 15:13,2/28/2006 15:13
228,1323,1,1,3,80,80,80,60,60,60,2/28/2006 15:13,2/28/2006 15:13
229,1323,1,1,4,78,78,78,68,68,68,2/28/2006 15:13,4/19/2006 10:29
230,1323,1,1,5,78,78,78,68,68,68,2/28/2006 15:13,4/19/2006 10:29
231,1323,1,1,6,78,78,78,68,68,68,2/28/2006 15:13,4/19/2006 10:29
232,1323,1,1,7,78,78,78,68,68,68,2/28/2006 15:13,4/19/2006 10:29
233,1325,1,0,0,77,77,77,68,68,68,2/28/2006 15:13,3/22/2006 5:29
234,1325,1,0,1,78,78,78,62,62,62,2/28/2006 15:13,2/28/2006 15:13
235,1325,1,0,2,78,78,78,60,60,60,2/28/2006 15:13,3/22/2006 5:29
236,1325,1,0,3,80,80,80,60,60,60,2/28/2006 15:13,2/28/2006 15:13
237,1325,1,0,4,78,78,78,68,68,68,2/28/2006 15:13,3/22/2006 5:29
238,1325,1,0,5,78,78,78,68,68,68,2/28/2006 15:13,3/22/2006 5:29
239,1325,1,0,6,78,78,78,68,68,68,2/28/2006 15:13,3/22/2006 5:29
240,1325,1,0,7,78,78,78,68,68,68,2/28/2006 15:13,3/22/2006 5:29
241,1326,1,0,0,80,80,80,74,74,74,2/28/2006 15:13,1/19/2007 20:08
242,1326,1,0,1,78,78,78,62,62,62,2/28/2006 15:13,2/28/2006 15:13
243,1326,1,0,2,75,75,75,65,65,65,2/28/2006 15:13,2/28/2006 15:13
244,1326,1,0,3,80,80,80,60,60,60,2/28/2006 15:13,2/28/2006 15:13
245,1326,1,0,4,78,78,78,66,66,66,2/28/2006 15:13,12/4/2006 20:32
246,1326,1,0,5,78,78,78,67,67,67,2/28/2006 15:13,12/4/2006 20:32
247,1326,1,0,6,78,78,78,68,68,68,2/28/2006 15:13,3/31/2006 7:01
248,1326,1,0,7,78,78,78,69,69,69,2/28/2006 15:13,12/4/2006 20:32
249,1327,1,0,0,72,77,72,65,65,60,2/28/2006 15:13,12/6/2006 10:08
250,1327,1,0,1,78,88,78,64,64,54,2/28/2006 15:13,4/26/2006 12:53
251,1327,1,0,2,75,80,75,60,60,55,2/28/2006 15:13,12/6/2006 10:08
252,1327,1,0,3,80,90,80,63,63,53,2/28/2006 15:13,4/26/2006 12:53
253,1327,1,0,4,89,94,89,63,63,58,2/28/2006 15:13,12/6/2006 10:12
254,1327,1,0,5,78,83,75,70,73,65,2/28/2006 15:13,12/2/2006 12:44
255,1327,1,0,6,78,83,75,68,71,63,2/28/2006 15:13,4/17/2006 15:05
256,1327,1,0,7,78,83,75,68,71,63,2/28/2006 15:13,4/17/2006 15:05
257,1328,1,0,0,72,72,72,68,68,68,2/28/2006 15:13,2/28/2006 15:13
258,1328,1,0,1,78,78,78,62,62,62,2/28/2006 15:13,2/28/2006 15:13
259,1328,1,0,2,75,75,75,50,50,50,2/28/2006 15:13,3/2/2006 15:15
260,1328,1,0,3,80,80,80,60,60,60,2/28/2006 15:13,2/28/2006 15:13
261,1328,1,0,4,78,78,78,68,68,68,2/28/2006 15:13,3/2/2006 15:15
262,1328,1,0,5,78,78,78,68,68,68,2/28/2006 15:13,3/2/2006 15:15
263,1328,1,0,6,78,78,78,68,68,68,2/28/2006 15:13,3/2/2006 15:15
264,1328,1,0,7,78,78,78,68,68,68,2/28/2006 15:13,3/2/2006 15:15
265,1328,1,1,0,72,72,72,68,68,68,2/28/2006 15:13,2/28/2006 15:13
266,1328,1,1,1,78,78,78,62,62,62,2/28/2006 15:13,2/28/2006 15:13
267,1328,1,1,2,75,75,75,65,65,65,2/28/2006 15:13,2/28/2006 15:13
268,1328,1,1,3,80,80,80,60,60,60,2/28/2006 15:13,2/28/2006 15:13
269,1328,1,1,4,78,78,78,68,68,68,2/28/2006 15:13,3/2/2006 15:15
270,1328,1,1,5,78,78,78,68,68,68,2/28/2006 15:13,3/2/2006 15:15
271,1328,1,1,6,78,78,78,68,68,68,2/28/2006 15:13,3/2/2006 15:15
272,1328,1,1,7,78,78,78,68,68,68,2/28/2006 15:13,3/2/2006 15:15
273,1329,1,0,0,72,72,72,68,68,68,2/28/2006 15:13,2/28/2006 15:13
274,1329,1,0,1,78,78,78,62,62,62,2/28/2006 15:13,2/28/2006 15:13
275,1329,1,0,2,75,75,75,65,65,65,2/28/2006 15:13,2/28/2006 15:13
276,1329,1,0,3,80,80,80,60,60,60,2/28/2006 15:13,2/28/2006 15:13
277,1329,1,0,4,78,78,78,68,68,68,2/28/2006 15:13,3/22/2006 5:29
278,1329,1,0,5,78,78,78,68,68,68,2/28/2006 15:13,3/22/2006 5:29
279,1329,1,0,6,78,78,78,68,68,68,2/28/2006 15:13,3/22/2006 5:29
280,1329,1,0,7,78,78,78,68,68,68,2/28/2006 15:13,3/22/2006 5:29
281,1330,1,0,0,83,83,83,71,71,71,2/28/2006 15:13,3/20/2007 6:28
282,1330,1,0,1,83,83,83,55,55,55,2/28/2006 15:13,1/10/2007 8:48
283,1330,1,0,2,83,83,83,68,68,68,2/28/2006 15:13,3/20/2007 6:28
284,1330,1,0,3,83,83,83,56,56,56,2/28/2006 15:13,2/28/2006 15:13
285,1330,1,0,4,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:05
286,1330,1,0,5,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:05
287,1330,1,0,6,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:05
288,1330,1,0,7,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:05
289,1331,1,0,0,75,75,75,70,70,70,2/28/2006 15:13,2/28/2006 15:13
290,1331,1,0,1,78,78,78,65,65,65,2/28/2006 15:13,2/28/2006 15:13
291,1331,1,0,2,75,75,75,65,65,65,2/28/2006 15:13,2/28/2006 15:13
292,1331,1,0,3,80,80,80,60,60,60,2/28/2006 15:13,2/28/2006 15:13
293,1331,1,0,4,78,78,78,68,68,68,2/28/2006 15:13,3/31/2006 7:01
294,1331,1,0,5,78,78,78,68,68,68,2/28/2006 15:13,3/31/2006 7:01
295,1331,1,0,6,78,78,78,68,68,68,2/28/2006 15:13,3/31/2006 7:01
296,1331,1,0,7,78,78,78,68,68,68,2/28/2006 15:13,3/31/2006 7:01
297,1332,1,0,0,80,80,80,70,70,70,2/28/2006 15:13,2/28/2006 15:13
298,1332,1,0,1,80,80,80,68,68,68,2/28/2006 15:13,2/28/2006 15:13
299,1332,1,0,2,85,85,85,62,62,62,2/28/2006 15:13,2/28/2006 15:13
300,1332,1,0,3,80,80,80,60,60,60,2/28/2006 15:13,2/28/2006 15:13
301,1332,1,0,4,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:05
302,1332,1,0,5,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:05
303,1332,1,0,6,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:05
304,1332,1,0,7,78,78,78,68,68,68,2/28/2006 15:13,4/4/2006 13:05
305,1332,1,1,0,72,72,72,68,68,68,2/28/2006 15:13,2/28/2006 15:13
306,1332,1,1,1,78,78,78,62,62,62,2/28/2006 15:13,2/28/2006 15:13
