readtime,noaacode,temperature,humidity,dewpoint,windvelocity
1/5/2006 19:03,KCLM,46.4,100,46.4,0
1/5/2006 19:06,KCLM,46.4,100,46.4,0
1/5/2006 19:18,KCLM,46.4,100,46.4,4
1/5/2006 19:26,KCLM,46.4,100,46.4,3
1/5/2006 19:57,KCLM,46.4,100,46.4,6
1/5/2006 20:00,KCLM,46.4,100,46.4,6
1/5/2006 20:09,KCLM,46.4,100,46.4,5
1/5/2006 20:20,KCLM,46.4,100,46.4,6
1/5/2006 20:24,KCLM,46.4,100,46.4,7
1/5/2006 21:00,KCLM,46.4,100,46.4,8
1/5/2006 22:00,KCLM,46.4,100,46.4,7
1/5/2006 23:00,KCLM,46.4,100,46.4,5
1/5/2006 23:11,KCLM,46.4,100,46.4,7
1/5/2006 23:19,KCLM,46.4,100,46.4,4
1/6/2006 0:00,KCLM,46.4,100,46.4,6
1/6/2006 0:45,KCLM,46.4,100,46.4,3
1/6/2006 0:53,KCLM,46.4,100,46.4,0
1/6/2006 1:00,KCLM,46.4,100,46.4,0
1/6/2006 1:03,KCLM,46.4,100,46.4,0
1/6/2006 1:08,KCLM,46.4,100,46.4,0
1/6/2006 2:00,KCLM,46.4,100,46.4,3
1/6/2006 2:16,KCLM,46.4,93,44.6,3
1/6/2006 2:26,KCLM,46.4,93,44.6,5
1/6/2006 2:53,KCLM,44.6,100,44.6,0
1/6/2006 2:56,KCLM,44.6,100,44.6,0
1/6/2006 3:00,KCLM,44.6,100,44.6,3
1/6/2006 3:04,KCLM,46.4,93,44.6,4
1/6/2006 3:08,KCLM,46.4,93,44.6,0
1/6/2006 3:53,KCLM,44.6,100,44.6,4
1/6/2006 3:57,KCLM,44.6,100,44.6,4
1/6/2006 4:00,KCLM,44.6,100,44.6,0
1/6/2006 4:27,KCLM,44.6,93,42.8,4
1/6/2006 4:53,KCLM,44.6,100,44.6,0
1/6/2006 5:00,KCLM,44.6,100,44.6,0
1/6/2006 5:15,KCLM,44.6,93,42.8,5
1/6/2006 5:18,KCLM,44.6,93,42.8,0
1/6/2006 5:25,KCLM,44.6,93,42.8,3
1/6/2006 5:56,KCLM,44.6,100,44.6,7
1/6/2006 6:00,KCLM,44.6,93,42.8,4
1/6/2006 6:02,KCLM,46.4,93,44.6,0
1/6/2006 6:15,KCLM,44.6,100,44.6,3
1/6/2006 6:23,KCLM,44.6,93,42.8,3
1/6/2006 7:00,KCLM,44.6,100,44.6,3
1/6/2006 7:53,KCLM,42.8,100,42.8,6
1/6/2006 8:00,KCLM,44.6,93,42.8,0
1/6/2006 8:04,KCLM,44.6,93,42.8,5
1/6/2006 8:29,KCLM,42.8,100,42.8,0
1/6/2006 9:00,KCLM,44.6,100,44.6,4
1/6/2006 10:00,KCLM,48.2,93,46.4,0
1/6/2006 11:00,KCLM,51.8,87,48.2,5
1/6/2006 11:08,KCLM,50,93,48.2,7
1/6/2006 11:17,KCLM,50,93,48.2,10
1/6/2006 11:26,KCLM,48.2,100,48.2,8
1/6/2006 12:00,KCLM,48.2,100,48.2,9
1/6/2006 12:21,KCLM,48.2,93,46.4,11
1/6/2006 13:00,KCLM,48.2,93,46.4,8
1/6/2006 13:28,KCLM,48.2,93,46.4,8
1/6/2006 14:00,KCLM,48.2,93,46.4,6
1/6/2006 15:00,KCLM,48.2,93,46.4,6
1/6/2006 16:00,KCLM,48.2,87,44.6,7
1/6/2006 16:01,KCLM,48.2,87,44.6,7
1/6/2006 16:28,KCLM,46.4,93,44.6,6
1/6/2006 16:53,KCLM,46.4,93,44.6,5
1/6/2006 17:00,KCLM,46.4,93,44.6,5
1/6/2006 18:00,KCLM,46.4,93,44.6,5
1/6/2006 18:53,KCLM,46.4,93,44.6,4
1/6/2006 19:00,KCLM,46.4,93,44.6,7
1/6/2006 19:53,KCLM,44.6,100,44.6,4
1/6/2006 20:00,KCLM,46.4,93,44.6,0
1/6/2006 20:21,KCLM,44.6,100,44.6,0
1/6/2006 20:53,KCLM,44.6,93,42.8,4
1/6/2006 21:00,KCLM,44.6,93,42.8,0
1/6/2006 21:08,KCLM,42.8,93,41,0
1/6/2006 21:21,KCLM,44.6,93,42.8,3
1/6/2006 21:53,KCLM,44.6,93,42.8,0
1/6/2006 22:00,KCLM,42.8,100,42.8,3
1/6/2006 22:05,KCLM,42.8,100,42.8,3
1/6/2006 22:19,KCLM,41,93,39.2,0
1/6/2006 22:22,KCLM,39.2,100,39.2,0
1/6/2006 22:40,KCLM,42.8,93,41,4
1/6/2006 22:44,KCLM,41,100,41,4
1/6/2006 22:53,KCLM,39.2,100,39.2,0
1/6/2006 22:57,KCLM,39.2,100,39.2,0
1/6/2006 23:00,KCLM,39.2,100,39.2,3
1/6/2006 23:11,KCLM,37.4,100,37.4,0
1/6/2006 23:15,KCLM,37.4,100,37.4,0
1/6/2006 23:24,KCLM,42.8,93,41,5
1/6/2006 23:53,KCLM,42.8,100,42.8,4
1/7/2006 0:00,KCLM,41,93,39.2,4
1/7/2006 0:09,KCLM,42.8,100,42.8,5
1/7/2006 1:00,KCLM,42.8,93,41,4
1/7/2006 2:00,KCLM,42.8,100,42.8,0
1/7/2006 3:00,KCLM,42.8,100,42.8,5
1/7/2006 4:00,KCLM,42.8,100,42.8,0
1/7/2006 4:44,KCLM,42.8,100,42.8,3
1/7/2006 4:53,KCLM,42.8,100,42.8,0
1/7/2006 5:00,KCLM,42.8,93,41,3
1/7/2006 5:03,KCLM,44.6,93,42.8,0
1/7/2006 5:10,KCLM,42.8,93,41,0
1/7/2006 5:53,KCLM,42.8,93,41,0
1/7/2006 6:00,KCLM,42.8,100,42.8,0
1/7/2006 6:18,KCLM,42.8,93,41,0
1/7/2006 6:27,KCLM,42.8,93,41,3
1/7/2006 6:46,KCLM,42.8,93,41,4
1/7/2006 6:53,KCLM,42.8,100,42.8,3
1/7/2006 7:00,KCLM,42.8,100,42.8,4
1/7/2006 7:07,KCLM,42.8,100,42.8,3
1/7/2006 7:19,KCLM,42.8,100,42.8,3
1/7/2006 7:24,KCLM,42.8,100,42.8,3
1/7/2006 8:00,KCLM,44.6,93,42.8,0
1/7/2006 8:06,KCLM,44.6,93,42.8,0
1/7/2006 10:00,KCLM,46.4,93,44.6,0
1/7/2006 10:02,KCLM,46.4,93,44.6,0
1/7/2006 10:09,KCLM,46.4,93,44.6,3
1/7/2006 10:21,KCLM,46.4,93,44.6,0
1/7/2006 11:00,KCLM,46.4,93,44.6,3
1/7/2006 11:08,KCLM,46.4,93,44.6,3
1/7/2006 11:12,KCLM,46.4,93,44.6,0
1/7/2006 11:19,KCLM,46.4,93,44.6,0
1/7/2006 11:53,KCLM,46.4,93,44.6,3
1/7/2006 12:00,KCLM,46.4,93,44.6,4
1/7/2006 12:13,KCLM,46.4,93,44.6,3
1/7/2006 12:20,KCLM,46.4,93,44.6,4
1/7/2006 12:53,KCLM,46.4,93,44.6,0
1/7/2006 13:00,KCLM,46.4,93,44.6,7
1/7/2006 14:00,KCLM,46.4,93,44.6,9
1/7/2006 14:16,KCLM,46.4,93,44.6,9
1/7/2006 15:00,KCLM,46.4,81,41,8
1/7/2006 16:00,KCLM,42.8,87,39.2,8
1/7/2006 17:00,KCLM,42.8,81,37.4,9
1/7/2006 18:00,KCLM,42.8,81,37.4,6
1/7/2006 19:00,KCLM,41,81,35.6,10
1/7/2006 20:00,KCLM,39.2,87,35.6,0
1/7/2006 21:00,KCLM,39.2,87,35.6,6
1/7/2006 22:00,KCLM,39.2,87,35.6,8
1/7/2006 23:00,KCLM,39.2,80,33.8,6
1/8/2006 0:00,KCLM,39.2,87,35.6,5
1/8/2006 3:00,KCLM,35.6,86,32,4
1/8/2006 4:00,KCLM,37.4,80,32,7
1/8/2006 5:00,KCLM,33.8,93,32,3
1/8/2006 6:00,KCLM,32,93,30.2,3
1/8/2006 7:00,KCLM,33.8,86,30.2,0
1/8/2006 8:00,KCLM,30.2,93,28.4,0
1/8/2006 9:00,KCLM,37.4,80,32,0
1/8/2006 10:00,KCLM,37.4,87,33.8,3
1/8/2006 11:00,KCLM,39.2,93,37.4,0
1/8/2006 12:00,KCLM,42.8,81,37.4,0
1/8/2006 13:00,KCLM,42.8,81,37.4,0
1/8/2006 14:00,KCLM,42.8,87,39.2,3
1/8/2006 15:00,KCLM,42.8,81,37.4,0
1/8/2006 16:00,KCLM,42.8,87,39.2,3
1/8/2006 17:00,KCLM,41,87,37.4,3
1/8/2006 18:00,KCLM,39.2,93,37.4,0
1/8/2006 19:00,KCLM,39.2,93,37.4,3
1/8/2006 20:00,KCLM,39.2,93,37.4,4
1/8/2006 21:00,KCLM,39.2,93,37.4,5
1/8/2006 22:00,KCLM,39.2,93,37.4,0
1/8/2006 23:00,KCLM,39.2,93,37.4,0
1/9/2006 0:00,KCLM,39.2,100,39.2,5
1/9/2006 1:00,KCLM,41,93,39.2,5
1/9/2006 2:00,KCLM,42.8,87,39.2,0
1/9/2006 2:16,KCLM,42.8,87,39.2,0
1/9/2006 3:00,KCLM,42.8,93,41,0
1/9/2006 4:00,KCLM,42.8,93,41,6
1/9/2006 5:00,KCLM,42.8,93,41,6
1/9/2006 6:00,KCLM,44.6,93,42.8,3
1/9/2006 6:18,KCLM,44.6,93,42.8,0
1/9/2006 8:00,KCLM,44.6,93,42.8,0
1/9/2006 9:00,KCLM,44.6,93,42.8,4
1/9/2006 10:00,KCLM,44.6,93,42.8,4
1/9/2006 10:02,KCLM,44.6,93,42.8,3
1/9/2006 11:00,KCLM,46.4,87,42.8,0
1/9/2006 12:00,KCLM,46.4,87,42.8,3
1/9/2006 13:00,KCLM,46.4,87,42.8,0
1/9/2006 14:00,KCLM,46.4,87,42.8,3
1/9/2006 14:01,KCLM,46.4,93,44.6,0
1/9/2006 14:53,KCLM,46.4,93,44.6,3
1/9/2006 15:00,KCLM,46.4,93,44.6,0
1/9/2006 16:00,KCLM,46.4,93,44.6,3
1/9/2006 17:00,KCLM,44.6,93,42.8,7
1/9/2006 17:29,KCLM,46.4,87,42.8,7
1/9/2006 18:00,KCLM,44.6,93,42.8,0
1/9/2006 19:00,KCLM,44.6,93,42.8,4
1/9/2006 19:17,KCLM,44.6,93,42.8,4
1/9/2006 20:00,KCLM,44.6,93,42.8,3
1/9/2006 21:00,KCLM,44.6,93,42.8,3
1/9/2006 21:07,KCLM,44.6,93,42.8,3
1/9/2006 21:16,KCLM,44.6,93,42.8,3
1/9/2006 21:25,KCLM,44.6,93,42.8,4
1/9/2006 21:53,KCLM,44.6,93,42.8,3
1/9/2006 22:00,KCLM,44.6,93,42.8,5
1/9/2006 22:25,KCLM,44.6,93,42.8,3
1/9/2006 23:00,KCLM,44.6,93,42.8,3
1/9/2006 23:11,KCLM,42.8,100,42.8,3
1/9/2006 23:53,KCLM,42.8,100,42.8,0
1/10/2006 0:00,KCLM,42.8,100,42.8,0
1/10/2006 0:02,KCLM,42.8,100,42.8,3
1/10/2006 0:53,KCLM,42.8,100,42.8,5
1/10/2006 1:00,KCLM,42.8,100,42.8,5
1/10/2006 1:24,KCLM,42.8,100,42.8,0
1/10/2006 2:00,KCLM,42.8,100,42.8,4
1/10/2006 2:53,KCLM,42.8,100,42.8,3
1/10/2006 3:00,KCLM,42.8,93,41,5
1/10/2006 4:00,KCLM,42.8,100,42.8,3
1/10/2006 4:03,KCLM,42.8,100,42.8,0
1/10/2006 5:00,KCLM,42.8,100,42.8,0
1/10/2006 5:09,KCLM,42.8,93,41,0
1/10/2006 5:25,KCLM,42.8,100,42.8,4
1/10/2006 5:53,KCLM,42.8,100,42.8,6
1/10/2006 6:00,KCLM,42.8,100,42.8,0
1/10/2006 6:53,KCLM,46.4,93,44.6,8
1/10/2006 7:00,KCLM,44.6,93,42.8,0
1/10/2006 7:01,KCLM,48.2,87,44.6,14
1/10/2006 10:00,KCLM,46.4,87,42.8,14
1/10/2006 11:00,KCLM,48.2,81,42.8,11
1/10/2006 12:00,KCLM,46.4,87,42.8,0
1/10/2006 12:29,KCLM,46.4,87,42.8,0
1/10/2006 13:00,KCLM,46.4,87,42.8,3
1/10/2006 14:00,KCLM,46.4,87,42.8,6
1/10/2006 15:00,KCLM,44.6,93,42.8,4
1/10/2006 15:53,KCLM,44.6,93,42.8,4
1/10/2006 16:00,KCLM,44.6,93,42.8,4
1/10/2006 16:05,KCLM,44.6,93,42.8,6
1/10/2006 16:53,KCLM,44.6,93,42.8,6
1/10/2006 17:00,KCLM,44.6,93,42.8,8
1/10/2006 17:24,KCLM,44.6,93,42.8,6
1/10/2006 17:53,KCLM,44.6,93,42.8,0
1/10/2006 18:00,KCLM,44.6,93,42.8,4
1/10/2006 19:00,KCLM,42.8,100,42.8,3
1/10/2006 19:15,KCLM,42.8,93,41,5
1/10/2006 20:00,KCLM,42.8,93,41,6
1/10/2006 20:03,KCLM,42.8,93,41,6
1/10/2006 21:00,KCLM,42.8,93,41,7
1/10/2006 21:03,KCLM,42.8,93,41,7
1/10/2006 21:14,KCLM,42.8,93,41,9
1/10/2006 22:00,KCLM,42.8,93,41,9
1/10/2006 23:00,KCLM,42.8,93,41,6
1/11/2006 0:00,KCLM,44.6,81,39.2,10
1/11/2006 1:00,KCLM,42.8,87,39.2,10
1/11/2006 4:00,KCLM,42.8,81,37.4,4
1/11/2006 5:00,KCLM,41,93,39.2,3
1/11/2006 6:00,KCLM,42.8,81,37.4,6
1/11/2006 7:00,KCLM,42.8,81,37.4,9
1/11/2006 8:00,KCLM,42.8,81,37.4,7
1/11/2006 8:07,KCLM,42.8,81,37.4,5
1/11/2006 9:00,KCLM,42.8,81,37.4,3
1/11/2006 10:00,KCLM,42.8,87,39.2,3
1/11/2006 11:00,KCLM,44.6,81,39.2,9
1/11/2006 11:09,KCLM,42.8,87,39.2,6
1/11/2006 11:53,KCLM,46.4,81,41,5
1/11/2006 12:00,KCLM,46.4,75,39.2,0
1/11/2006 13:00,KCLM,44.6,75,37.4,8
1/11/2006 14:00,KCLM,44.6,81,39.2,9
1/11/2006 15:00,KCLM,42.8,81,37.4,11
1/11/2006 16:00,KCLM,42.8,81,37.4,11
1/11/2006 17:00,KCLM,42.8,81,37.4,9
1/11/2006 18:00,KCLM,41,87,37.4,9
1/11/2006 19:00,KCLM,41,87,37.4,9
1/11/2006 20:00,KCLM,41,87,37.4,10
1/11/2006 21:00,KCLM,41,81,35.6,11
1/11/2006 22:00,KCLM,41,81,35.6,10
1/11/2006 23:00,KCLM,41,81,35.6,10
1/12/2006 0:00,KCLM,39.2,87,35.6,7
1/12/2006 1:00,KCLM,39.2,87,35.6,7
1/12/2006 2:00,KCLM,35.6,93,33.8,5
1/12/2006 3:00,KCLM,35.6,93,33.8,3
1/12/2006 4:00,KCLM,35.6,100,35.6,0
1/12/2006 5:00,KCLM,35.6,100,35.6,4
1/12/2006 6:00,KCLM,35.6,100,35.6,0
1/12/2006 7:00,KCLM,37.4,93,35.6,3
1/12/2006 8:00,KCLM,39.2,87,35.6,0
1/12/2006 9:00,KCLM,39.2,93,37.4,5
1/12/2006 10:00,KCLM,39.2,93,37.4,6
1/12/2006 11:00,KCLM,42.8,87,39.2,0
1/12/2006 12:00,KCLM,42.8,87,39.2,3
1/12/2006 12:08,KCLM,42.8,81,37.4,3
1/12/2006 13:00,KCLM,41,87,37.4,0
1/12/2006 14:00,KCLM,42.8,87,39.2,4
1/12/2006 14:18,KCLM,42.8,87,39.2,0
1/12/2006 15:00,KCLM,42.8,87,39.2,3
1/12/2006 15:21,KCLM,42.8,93,41,0
1/12/2006 16:00,KCLM,42.8,93,41,3
1/12/2006 17:00,KCLM,42.8,93,41,0
1/12/2006 18:00,KCLM,42.8,93,41,0
1/12/2006 19:00,KCLM,42.8,93,41,0
1/12/2006 20:00,KCLM,42.8,93,41,0
1/12/2006 21:00,KCLM,42.8,93,41,0
1/12/2006 21:16,KCLM,42.8,100,42.8,3
1/12/2006 21:23,KCLM,42.8,100,42.8,3
1/12/2006 22:00,KCLM,42.8,93,41,0
1/12/2006 22:09,KCLM,42.8,93,41,0
1/12/2006 22:28,KCLM,42.8,93,41,4
1/12/2006 22:53,KCLM,44.6,87,41,4
1/12/2006 23:00,KCLM,42.8,93,41,0
1/13/2006 0:00,KCLM,44.6,93,42.8,0
1/13/2006 1:00,KCLM,42.8,93,41,3
1/13/2006 2:00,KCLM,44.6,93,42.8,8
1/13/2006 3:00,KCLM,44.6,93,42.8,3
1/13/2006 3:11,KCLM,44.6,93,42.8,6
1/13/2006 4:00,KCLM,44.6,93,42.8,7
1/13/2006 4:03,KCLM,44.6,93,42.8,3
1/13/2006 4:13,KCLM,44.6,100,44.6,3
1/13/2006 4:29,KCLM,44.6,100,44.6,0
1/13/2006 4:53,KCLM,44.6,100,44.6,4
1/13/2006 5:00,KCLM,46.4,93,44.6,0
1/13/2006 5:02,KCLM,44.6,100,44.6,5
1/13/2006 5:53,KCLM,46.4,93,44.6,0
1/13/2006 6:00,KCLM,46.4,93,44.6,0
1/13/2006 6:08,KCLM,46.4,93,44.6,5
1/13/2006 7:00,KCLM,46.4,93,44.6,6
1/13/2006 7:19,KCLM,46.4,93,44.6,5
1/13/2006 8:00,KCLM,46.4,93,44.6,3
1/13/2006 8:53,KCLM,46.4,93,44.6,0
1/13/2006 9:00,KCLM,46.4,93,44.6,0
1/13/2006 9:13,KCLM,46.4,93,44.6,0
1/13/2006 10:00,KCLM,46.4,93,44.6,3
1/13/2006 10:16,KCLM,46.4,93,44.6,0
1/13/2006 11:00,KCLM,46.4,100,46.4,3
1/13/2006 11:17,KCLM,46.4,100,46.4,0
1/13/2006 11:53,KCLM,46.4,93,44.6,0
1/13/2006 12:00,KCLM,46.4,93,44.6,3
1/13/2006 12:06,KCLM,46.4,100,46.4,0
1/13/2006 12:14,KCLM,46.4,100,46.4,0
1/13/2006 12:23,KCLM,46.4,100,46.4,3
1/13/2006 13:00,KCLM,46.4,93,44.6,3
1/13/2006 14:00,KCLM,46.4,93,44.6,5
1/13/2006 14:08,KCLM,48.2,93,46.4,7
1/13/2006 15:00,KCLM,48.2,87,44.6,3
1/13/2006 16:00,KCLM,46.4,87,42.8,3
1/13/2006 17:00,KCLM,44.6,81,39.2,4
1/13/2006 18:00,KCLM,42.8,93,41,5
1/13/2006 19:00,KCLM,44.6,87,41,4
1/13/2006 20:00,KCLM,46.4,75,39.2,5
1/13/2006 21:00,KCLM,44.6,75,37.4,0
1/13/2006 21:27,KCLM,44.6,81,39.2,7
1/13/2006 22:00,KCLM,44.6,81,39.2,7
1/13/2006 22:53,KCLM,44.6,81,39.2,3
1/13/2006 23:00,KCLM,44.6,81,39.2,4
1/13/2006 23:20,KCLM,42.8,87,39.2,0
1/13/2006 23:53,KCLM,41,93,39.2,6
1/14/2006 0:00,KCLM,42.8,87,39.2,4
1/14/2006 0:19,KCLM,42.8,87,39.2,5
1/14/2006 1:00,KCLM,42.8,81,37.4,6
1/14/2006 2:00,KCLM,42.8,87,39.2,8
1/14/2006 3:00,KCLM,42.8,87,39.2,6
1/14/2006 3:53,KCLM,42.8,87,39.2,8
1/14/2006 4:00,KCLM,42.8,87,39.2,7
1/14/2006 4:14,KCLM,41,87,37.4,9
1/14/2006 5:00,KCLM,41,87,37.4,8
1/14/2006 6:00,KCLM,41,81,35.6,8
1/14/2006 7:00,KCLM,42.8,75,35.6,7
1/14/2006 8:00,KCLM,41,81,35.6,6
1/14/2006 9:00,KCLM,39.2,80,33.8,6
1/14/2006 10:00,KCLM,41,81,35.6,6
1/14/2006 11:00,KCLM,44.6,70,35.6,10
1/14/2006 12:00,KCLM,44.6,70,35.6,9
1/14/2006 13:00,KCLM,42.8,75,35.6,9
1/14/2006 13:53,KCLM,39.2,80,33.8,16
1/14/2006 14:00,KCLM,39.2,80,33.8,11
1/14/2006 14:07,KCLM,39.2,87,35.6,10
1/14/2006 15:00,KCLM,42.8,70,33.8,12
1/14/2006 16:00,KCLM,41,65,30.2,9
1/14/2006 17:00,KCLM,39.2,64,28.4,10
1/14/2006 18:00,KCLM,39.2,75,32,7
1/14/2006 19:00,KCLM,37.4,69,28.4,7
1/14/2006 20:00,KCLM,37.4,75,30.2,8
1/14/2006 21:00,KCLM,37.4,69,28.4,9
1/14/2006 22:00,KCLM,37.4,69,28.4,11
1/14/2006 23:00,KCLM,37.4,69,28.4,11
1/15/2006 0:00,KCLM,35.6,75,28.4,0
1/15/2006 1:00,KCLM,35.6,75,28.4,5
1/15/2006 2:00,KCLM,39.2,64,28.4,6
1/15/2006 3:00,KCLM,37.4,75,30.2,8
1/15/2006 4:00,KCLM,39.2,69,30.2,7
1/15/2006 5:00,KCLM,37.4,87,33.8,10
1/15/2006 5:07,KCLM,37.4,80,32,9
1/15/2006 6:00,KCLM,37.4,80,32,11
1/15/2006 7:00,KCLM,37.4,80,32,10
1/15/2006 8:00,KCLM,39.2,75,32,9
1/15/2006 9:00,KCLM,37.4,87,33.8,7
1/15/2006 10:00,KCLM,39.2,80,33.8,7
1/15/2006 11:00,KCLM,42.8,70,33.8,4
1/15/2006 12:00,KCLM,44.6,70,35.6,9
1/15/2006 13:00,KCLM,44.6,65,33.8,3
1/15/2006 14:00,KCLM,44.6,70,35.6,5
1/15/2006 15:00,KCLM,44.6,70,35.6,0
1/15/2006 16:00,KCLM,42.8,75,35.6,3
1/15/2006 17:00,KCLM,42.8,75,35.6,0
1/15/2006 17:24,KCLM,42.8,75,35.6,8
1/15/2006 17:53,KCLM,39.2,87,35.6,5
1/15/2006 18:00,KCLM,41,81,35.6,6
1/15/2006 18:29,KCLM,39.2,87,35.6,0
1/15/2006 18:53,KCLM,39.2,87,35.6,0
1/15/2006 19:00,KCLM,39.2,87,35.6,0
1/15/2006 19:13,KCLM,39.2,87,35.6,0
1/15/2006 20:00,KCLM,37.4,93,35.6,0
1/15/2006 21:00,KCLM,35.6,93,33.8,0
1/15/2006 22:00,KCLM,35.6,93,33.8,0
1/15/2006 23:00,KCLM,37.4,87,33.8,0
1/16/2006 0:00,KCLM,37.4,87,33.8,3
1/16/2006 0:27,KCLM,37.4,87,33.8,5
1/16/2006 1:00,KCLM,37.4,87,33.8,4
1/16/2006 2:00,KCLM,37.4,87,33.8,4
1/16/2006 3:00,KCLM,37.4,93,35.6,0
1/16/2006 4:00,KCLM,37.4,87,33.8,4
1/16/2006 5:00,KCLM,37.4,87,33.8,0
1/16/2006 6:00,KCLM,37.4,87,33.8,4
1/16/2006 7:00,KCLM,37.4,87,33.8,0
1/16/2006 7:28,KCLM,37.4,93,35.6,0
1/16/2006 8:00,KCLM,37.4,93,35.6,0
