Name, NumPhases, Bus, phases, Voltage, status, model, connection, kW, PF
138412C0a, 1, SX2785523C, a, 120,  variable, 1, wye,  2.53578065633774, 0.97 
138412C0b, 1, SX2785523C, b, 120,  variable, 1, wye,  3.56421934366226, 0.97 
138413C0a, 1, SX3216347C, a, 120,  variable, 1, wye,  4.66030400395393, 0.97 
138413C0b, 1, SX3216347C, b, 120,  variable, 1, wye,  1.43969599604607, 0.97 
138416C0a, 1, SX3141388C, a, 120,  variable, 1, wye,  2.00353498935699, 0.97 
138416C0b, 1, SX3141388C, b, 120,  variable, 1, wye,  2.06646501064301, 0.97 
138464C0a, 1, SX3066801C, a, 120,  variable, 1, wye,  2.74935719311237, 0.97 
138464C0b, 1, SX3066801C, b, 120,  variable, 1, wye,  1.32064280688763, 0.97 
138465C0a, 1, SX2879055C, a, 120,  variable, 1, wye,  3.90297761797905, 0.97 
138465C0b, 1, SX2879055C, b, 120,  variable, 1, wye,  0.16702238202095, 0.97 
138466C0a, 1, SX2973144C, a, 120,  variable, 1, wye,  8.10096781075001, 0.97 
138466C0b, 1, SX2973144C, b, 120,  variable, 1, wye,  2.06903218924999, 0.97 
138469C0a, 1, SX2785518C, a, 120,  variable, 1, wye,  4.01072108745575, 0.97 
138469C0b, 1, SX2785518C, b, 120,  variable, 1, wye,  2.08927891254425, 0.97 
138470C0a, 1, SX2766717C, a, 120,  variable, 1, wye,  2.60895431101322, 0.97 
138470C0b, 1, SX2766717C, b, 120,  variable, 1, wye,  1.46104568898678, 0.97 
138472C0a, 1, SX2673309C, a, 120,  variable, 1, wye,  9.44700153708458, 0.97 
138472C0b, 1, SX2673309C, b, 120,  variable, 1, wye,  0.72299846291542, 0.97 
138560A0a, 1, SX3104113A, a, 120,  variable, 1, wye,  4.76630929410458, 0.97 
138560A0b, 1, SX3104113A, b, 120,  variable, 1, wye,  4.10369070589542, 0.97 
138561A0a, 1, SX3104121A, a, 120,  variable, 1, wye,  6.50350156784058, 0.97 
138561A0b, 1, SX3104121A, b, 120,  variable, 1, wye,  2.36649843215942, 0.97 
138562A0a, 1, SX2673310A, a, 120,  variable, 1, wye,  6.82647125542164, 0.97 
138562A0b, 1, SX2673310A, b, 120,  variable, 1, wye,  2.04352874457836, 0.97 
138563A0a, 1, SX2916627A, a, 120,  variable, 1, wye,  6.43954766631126, 0.97 
138563A0b, 1, SX2916627A, b, 120,  variable, 1, wye,  2.43045233368874, 0.97 
138564A0a, 1, SX2804283A, a, 120,  variable, 1, wye,  7.51748701274395, 0.97 
138564A0b, 1, SX2804283A, b, 120,  variable, 1, wye,  1.35251298725605, 0.97 
138565A0a, 1, SX3104122A, a, 120,  variable, 1, wye,  8.4127882361412, 0.97 
138565A0b, 1, SX3104122A, b, 120,  variable, 1, wye,  0.457211763858796, 0.97 
138566A0a, 1, SX2785519A, a, 120,  variable, 1, wye,  8.3076517778635, 0.97 
138566A0b, 1, SX2785519A, b, 120,  variable, 1, wye,  0.562348222136498, 0.97 
138567A0a, 1, SX2748129A, a, 120,  variable, 1, wye,  0.489392793178558, 0.97 
138567A0b, 1, SX2748129A, b, 120,  variable, 1, wye,  12.8106072068214, 0.97 
138569A0a, 1, SX2973151A, a, 120,  variable, 1, wye,  3.8825451207161, 0.97 
138569A0b, 1, SX2973151A, b, 120,  variable, 1, wye,  1.43745487928391, 0.97 
138570A0a, 1, SX2748146A, a, 120,  variable, 1, wye,  0.57196382522583, 0.97 
138570A0b, 1, SX2748146A, b, 120,  variable, 1, wye,  4.74803617477417, 0.97 
138571A0a, 1, SX2991913A, a, 120,  variable, 1, wye,  1.55185956716537, 0.97 
138571A0b, 1, SX2991913A, b, 120,  variable, 1, wye,  3.76814043283463, 0.97 
138573A0a, 1, SX3235253A, a, 120,  variable, 1, wye,  6.42777684092522, 0.97 
138573A0b, 1, SX3235253A, b, 120,  variable, 1, wye,  2.44222315907478, 0.97 
138574A0a, 1, SX2991907A, a, 120,  variable, 1, wye,  5.82470866858959, 0.97 
138574A0b, 1, SX2991907A, b, 120,  variable, 1, wye,  3.04529133141041, 0.97 
138581A0a, 1, SX2879064A, a, 120,  variable, 1, wye,  5.37039572954178, 0.97 
138581A0b, 1, SX2879064A, b, 120,  variable, 1, wye,  3.49960427045822, 0.97 
138585C0a, 1, SX3197637C, a, 120,  variable, 1, wye,  0.863561273217201, 0.97 
138585C0b, 1, SX3197637C, b, 120,  variable, 1, wye,  3.2064387267828, 0.97 
138586C0a, 1, SX2860487C, a, 120,  variable, 1, wye,  5.91896427869797, 0.97 
138586C0b, 1, SX2860487C, b, 120,  variable, 1, wye,  0.181035721302033, 0.97 
138641C0a, 1, SX2841638C, a, 120,  variable, 1, wye,  0.905626183748245, 0.97 
138641C0b, 1, SX2841638C, b, 120,  variable, 1, wye,  5.19437381625175, 0.97 
138642A0a, 1, SX3235256A, a, 120,  variable, 1, wye,  3.69108180999756, 0.97 
138642A0b, 1, SX3235256A, b, 120,  variable, 1, wye,  1.62891819000244, 0.97 
138644A0a, 1, SX3197630A, a, 120,  variable, 1, wye,  4.48774401962757, 0.97 
138644A0b, 1, SX3197630A, b, 120,  variable, 1, wye,  4.38225598037243, 0.97 
138645B0a, 1, SX3104120B, a, 120,  variable, 1, wye,  3.86900570869446, 0.97 
138645B0b, 1, SX3104120B, b, 120,  variable, 1, wye,  1.97099429130554, 0.97 
138646A0a, 1, SX2804251A, a, 120,  variable, 1, wye,  2.13520937860012, 0.97 
138646A0b, 1, SX2804251A, b, 120,  variable, 1, wye,  1.41479062139988, 0.97 
138647C0a, 1, SX3254210C, a, 120,  variable, 1, wye,  6.07667944431305, 0.97 
138647C0b, 1, SX3254210C, b, 120,  variable, 1, wye,  2.33205556869507E-02, 0.97 
138649A0a, 1, SX3048206A, a, 120,  variable, 1, wye,  7.67008161604404, 0.97 
138649A0b, 1, SX3048206A, b, 120,  variable, 1, wye,  1.19991838395596, 0.97 
138650C0a, 1, SX2710510C, a, 120,  variable, 1, wye,  0.156969414949417, 0.97 
138650C0b, 1, SX2710510C, b, 120,  variable, 1, wye,  3.91303058505058, 0.97 
138651C0a, 1, SX3197628C, a, 120,  variable, 1, wye,  3.72313893377781, 0.97 
138651C0b, 1, SX3197628C, b, 120,  variable, 1, wye,  6.44686106622219, 0.97 
138652C0a, 1, SX2766718C, a, 120,  variable, 1, wye,  4.17881947517395, 0.97 
138652C0b, 1, SX2766718C, b, 120,  variable, 1, wye,  11.081180524826, 0.97 
138655A0a, 1, SX3010556A, a, 120,  variable, 1, wye,  3.01712541341782, 0.97 
138655A0b, 1, SX3010556A, b, 120,  variable, 1, wye,  2.30287458658218, 0.97 
138679A0a, 1, SX2710520A, a, 120,  variable, 1, wye,  3.05977079868317, 0.97 
138679A0b, 1, SX2710520A, b, 120,  variable, 1, wye,  2.26022920131683, 0.97 
138680A0a, 1, SX2710521A, a, 120,  variable, 1, wye,  0.664908358454704, 0.97 
138680A0b, 1, SX2710521A, b, 120,  variable, 1, wye,  8.20509164154529, 0.97 
138684A0a, 1, SX3085396A, a, 120,  variable, 1, wye,  3.91537283182144, 0.97 
138684A0b, 1, SX3085396A, b, 120,  variable, 1, wye,  4.95462716817856, 0.97 
138685A0a, 1, SX3122813A, a, 120,  variable, 1, wye,  2.29734759092331, 0.97 
138685A0b, 1, SX3122813A, b, 120,  variable, 1, wye,  3.02265240907669, 0.97 
138716C0a, 1, SX3254219C, a, 120,  variable, 1, wye,  1.3092828977108, 0.97 
138716C0b, 1, SX3254219C, b, 120,  variable, 1, wye,  8.8607171022892, 0.97 
138717C0a, 1, SX3254220C, a, 120,  variable, 1, wye,  2.24819816172123, 0.97 
138717C0b, 1, SX3254220C, b, 120,  variable, 1, wye,  7.92180183827877, 0.97 
138718C0a, 1, SX3104134C, a, 120,  variable, 1, wye,  8.46614170074463, 0.97 
138718C0b, 1, SX3104134C, b, 120,  variable, 1, wye,  1.70385829925537, 0.97 
138719A0a, 1, SX2860490A, a, 120,  variable, 1, wye,  0.183259337544441, 0.97 
138719A0b, 1, SX2860490A, b, 120,  variable, 1, wye,  8.68674066245556, 0.97 
138720A0a, 1, SX3254218A, a, 120,  variable, 1, wye,  2.89486701369286, 0.97 
138720A0b, 1, SX3254218A, b, 120,  variable, 1, wye,  5.97513298630714, 0.97 
138751B0a, 1, SX3066818B, a, 120,  variable, 1, wye,  9.59230809271336, 0.97 
138751B0b, 1, SX3066818B, b, 120,  variable, 1, wye,  0.137691907286644, 0.97 
138752B0a, 1, SX2785528B, a, 120,  variable, 1, wye,  4.17620378494263, 0.97 
138752B0b, 1, SX2785528B, b, 120,  variable, 1, wye,  1.66379621505737, 0.97 
138753B0a, 1, SX2748130B, a, 120,  variable, 1, wye,  0.89254738509655, 0.97 
138753B0b, 1, SX2748130B, b, 120,  variable, 1, wye,  8.83745261490345, 0.97 
138754B0a, 1, SX3254212B, a, 120,  variable, 1, wye,  3.00803367257118, 0.97 
138754B0b, 1, SX3254212B, b, 120,  variable, 1, wye,  11.5819663274288, 0.97 
138755B0a, 1, SX2785520B, a, 120,  variable, 1, wye,  1.23461380779743, 0.97 
138755B0b, 1, SX2785520B, b, 120,  variable, 1, wye,  2.65538619220257, 0.97 
138769A0a, 1, SX2729411A, a, 120,  variable, 1, wye,  0.204705214500427, 0.97 
138769A0b, 1, SX2729411A, b, 120,  variable, 1, wye,  3.34529478549957, 0.97 
138770A0a, 1, SX2897781A, a, 120,  variable, 1, wye,  1.07414735853672, 0.97 
138770A0b, 1, SX2897781A, b, 120,  variable, 1, wye,  2.47585264146328, 0.97 
138771A0a, 1, SX3197644A, a, 120,  variable, 1, wye,  0.574874138832092, 0.97 
138771A0b, 1, SX3197644A, b, 120,  variable, 1, wye,  4.74512586116791, 0.97 
138776C0a, 1, SX3010566C, a, 120,  variable, 1, wye,  1.57651792168617, 0.97 
138776C0b, 1, SX3010566C, b, 120,  variable, 1, wye,  4.52348207831383, 0.97 
138796B0a, 1, SX3236011B, a, 120,  variable, 1, wye,  3.17862752914429, 0.97 
138796B0b, 1, SX3236011B, b, 120,  variable, 1, wye,  2.66137247085571, 0.97 
138797B0a, 1, SX3198358B, a, 120,  variable, 1, wye,  2.38206663906574, 0.97 
138797B0b, 1, SX3198358B, b, 120,  variable, 1, wye,  12.2079333609343, 0.97 
138798B0a, 1, SX3104859B, a, 120,  variable, 1, wye,  4.75561747550964, 0.97 
138798B0b, 1, SX3104859B, b, 120,  variable, 1, wye,  1.08438252449036, 0.97 
157715B0a, 1, SX2936275B, a, 120,  variable, 1, wye,  2.04099854767323, 0.97 
157715B0b, 1, SX2936275B, b, 120,  variable, 1, wye,  1.84900145232677, 0.97 
157716B0a, 1, SX3179674B, a, 120,  variable, 1, wye,  8.17862984657288, 0.97 
157716B0b, 1, SX3179674B, b, 120,  variable, 1, wye,  1.55137015342712, 0.97 
157717B0a, 1, SX2748840B, a, 120,  variable, 1, wye,  1.39889852046967, 0.97 
157717B0b, 1, SX2748840B, b, 120,  variable, 1, wye,  4.44110147953033, 0.97 
157718B0a, 1, SX3142099B, a, 120,  variable, 1, wye,  9.14856792569161, 0.97 
157718B0b, 1, SX3142099B, b, 120,  variable, 1, wye,  0.581432074308395, 0.97 
207286C0a, 1, SX3011298C, a, 120,  variable, 1, wye,  1.35406212985516, 0.97 
207286C0b, 1, SX3011298C, b, 120,  variable, 1, wye,  2.71593787014484, 0.97 
207287B0a, 1, SX2711234B, a, 120,  variable, 1, wye,  1.06192909479141, 0.97 
207287B0b, 1, SX2711234B, b, 120,  variable, 1, wye,  8.66807090520859, 0.97 
207288B0a, 1, SX3198355B, a, 120,  variable, 1, wye,  2.35699640452862, 0.97 
207288B0b, 1, SX3198355B, b, 120,  variable, 1, wye,  1.53300359547138, 0.97 
207290A0a, 1, SX2879773A, a, 120,  variable, 1, wye,  5.09814939618111, 0.97 
207290A0b, 1, SX2879773A, b, 120,  variable, 1, wye,  3.77185060381889, 0.97 
207291C0a, 1, SX2786274C, a, 120,  variable, 1, wye,  4.86335722982883, 0.97 
207291C0b, 1, SX2786274C, b, 120,  variable, 1, wye,  5.30664277017117, 0.97 
207292C0a, 1, SX3179682C, a, 120,  variable, 1, wye,  4.72984499931335, 0.97 
207292C0b, 1, SX3179682C, b, 120,  variable, 1, wye,  1.37015500068665, 0.97 
218472A0a, 1, SX2936270A, a, 120,  variable, 1, wye,  4.868102825284, 0.97 
218472A0b, 1, SX2936270A, b, 120,  variable, 1, wye,  4.001897174716, 0.97 
218473A0a, 1, SX3086078A, a, 120,  variable, 1, wye,  1.51733362078667, 0.97 
218473A0b, 1, SX3086078A, b, 120,  variable, 1, wye,  7.35266637921333, 0.97 
218474A0a, 1, SX3217056A, a, 120,  variable, 1, wye,  11.7821743142605, 0.97 
218474A0b, 1, SX3217056A, b, 120,  variable, 1, wye,  5.95782568573952, 0.97 
218475A0a, 1, SX3217057A, a, 120,  variable, 1, wye,  1.9275314450264, 0.97 
218475A0b, 1, SX3217057A, b, 120,  variable, 1, wye,  1.6224685549736, 0.97 
223655C0a, 1, SX2936268C, a, 120,  variable, 1, wye,  3.17055389285088, 0.97 
223655C0b, 1, SX2936268C, b, 120,  variable, 1, wye,  2.92944610714912, 0.97 
223658A0a, 1, SX2823592A, a, 120,  variable, 1, wye,  1.21636754393578, 0.97 
223658A0b, 1, SX2823592A, b, 120,  variable, 1, wye,  0.553632456064224, 0.97 
223660C0a, 1, SX3160863C, a, 120,  variable, 1, wye,  0.480949193239212, 0.97 
223660C0b, 1, SX3160863C, b, 120,  variable, 1, wye,  5.61905080676079, 0.97 
223661C0a, 1, SX2730108C, a, 120,  variable, 1, wye,  4.02298564910889, 0.97 
223661C0b, 1, SX2730108C, b, 120,  variable, 1, wye,  2.07701435089111, 0.97 
223662C0a, 1, SX2786204C, a, 120,  variable, 1, wye,  5.16334467053413, 0.97 
223662C0b, 1, SX2786204C, b, 120,  variable, 1, wye,  10.0966553294659, 0.97 
223663C0a, 1, SX2936216C, a, 120,  variable, 1, wye,  3.97553170561791, 0.97 
223663C0b, 1, SX2936216C, b, 120,  variable, 1, wye,  9.44682943820951E-02, 0.97 
247036C0a, 1, SX3029498C, a, 120,  variable, 1, wye,  0.911813089251518, 0.97 
247036C0b, 1, SX3029498C, b, 120,  variable, 1, wye,  3.15818691074848, 0.97 
247056A0a, 1, SX2991912A, a, 120,  variable, 1, wye,  2.29926190376282, 0.97 
247056A0b, 1, SX2991912A, b, 120,  variable, 1, wye,  3.02073809623718, 0.97 
247057A0a, 1, SX3104128A, a, 120,  variable, 1, wye,  3.43429150342941, 0.97 
247057A0b, 1, SX3104128A, b, 120,  variable, 1, wye,  1.88570849657059, 0.97 
247058A0a, 1, SX2673315A, a, 120,  variable, 1, wye,  1.52472663521767, 0.97 
247058A0b, 1, SX2673315A, b, 120,  variable, 1, wye,  2.02527336478233, 0.97 
247059A0a, 1, SX2766721A, a, 120,  variable, 1, wye,  8.80876093804836, 0.97 
247059A0b, 1, SX2766721A, b, 120,  variable, 1, wye,  6.12390619516372E-02, 0.97 
247060A0a, 1, SX2991906A, a, 120,  variable, 1, wye,  3.52660758495331, 0.97 
247060A0b, 1, SX2991906A, b, 120,  variable, 1, wye,  0.023392415046692, 0.97 
247061A0a, 1, SX2879054A, a, 120,  variable, 1, wye,  5.38110441029072, 0.97 
247061A0b, 1, SX2879054A, b, 120,  variable, 1, wye,  3.48889558970928, 0.97 
247084B0a, 1, SX3254211B, a, 120,  variable, 1, wye,  8.38545623421669, 0.97 
247084B0b, 1, SX3254211B, b, 120,  variable, 1, wye,  1.34454376578331, 0.97 
247100B0a, 1, SX2729407B, a, 120,  variable, 1, wye,  5.83493074893951, 0.97 
247100B0b, 1, SX2729407B, b, 120,  variable, 1, wye,  5.06925106048595E-03, 0.97 
247105B0a, 1, SX2691942B, a, 120,  variable, 1, wye,  1.84758275985718, 0.97 
247105B0b, 1, SX2691942B, b, 120,  variable, 1, wye,  3.99241724014282, 0.97 
247122B0a, 1, SX3197629B, a, 120,  variable, 1, wye,  5.04927028179169, 0.97 
247122B0b, 1, SX3197629B, b, 120,  variable, 1, wye,  0.790729718208313, 0.97 
247126B0a, 1, SX2879065B, a, 120,  variable, 1, wye,  2.55799276232719, 0.97 
247126B0b, 1, SX2879065B, b, 120,  variable, 1, wye,  1.33200723767281, 0.97 
247160B0a, 1, SX0247160B, a, 120,  variable, 1, wye,  0.894048733711243, 0.97 
247160B0b, 1, SX0247160B, b, 120,  variable, 1, wye,  4.94595126628876, 0.97 
247162B0a, 1, SX0247162B, a, 120,  variable, 1, wye,  2.80735771179199, 0.97 
247162B0b, 1, SX0247162B, b, 120,  variable, 1, wye,  3.03264228820801, 0.97 
247164B0a, 1, SX2766732B, a, 120,  variable, 1, wye,  2.88989612519741, 0.97 
247164B0b, 1, SX2766732B, b, 120,  variable, 1, wye,  1.00010387480259, 0.97 
247170B0a, 1, SX2897784B, a, 120,  variable, 1, wye,  2.31484323382378, 0.97 
247170B0b, 1, SX2897784B, b, 120,  variable, 1, wye,  12.2751567661762, 0.97 
247171B0a, 1, SX0247171B, a, 120,  variable, 1, wye,  2.87268362522125, 0.97 
247171B0b, 1, SX0247171B, b, 120,  variable, 1, wye,  2.96731637477875, 0.97 
247184C0a, 1, SX2936279C, a, 120,  variable, 1, wye,  1.91365693330765, 0.97 
247184C0b, 1, SX2936279C, b, 120,  variable, 1, wye,  8.25634306669235, 0.97 
247185B0a, 1, SX3179678B, a, 120,  variable, 1, wye,  4.08162429332733, 0.97 
247185B0b, 1, SX3179678B, b, 120,  variable, 1, wye,  1.75837570667267, 0.97 
251828B0a, 1, SX3179650B, a, 120,  variable, 1, wye,  1.78434782981873, 0.97 
251828B0b, 1, SX3179650B, b, 120,  variable, 1, wye,  4.05565217018127, 0.97 
251855C0a, 1, SX2730107C, a, 120,  variable, 1, wye,  2.60943734228611, 0.97 
251855C0b, 1, SX2730107C, b, 120,  variable, 1, wye,  7.56056265771389, 0.97 
251856C0a, 1, SX3048888C, a, 120,  variable, 1, wye,  3.22170386314392, 0.97 
251856C0b, 1, SX3048888C, b, 120,  variable, 1, wye,  2.87829613685608, 0.97 
251857C0a, 1, SX3064514C, a, 120,  variable, 1, wye,  0.163874715566635, 0.97 
251857C0b, 1, SX3064514C, b, 120,  variable, 1, wye,  5.93612528443336, 0.97 
251858C0a, 1, SX2861158C, a, 120,  variable, 1, wye,  5.36943990826607, 0.97 
251858C0b, 1, SX2861158C, b, 120,  variable, 1, wye,  4.80056009173393, 0.97 
251859C0a, 1, SX2952007C, a, 120,  variable, 1, wye,  2.24143562614918, 0.97 
251859C0b, 1, SX2952007C, b, 120,  variable, 1, wye,  7.92856437385082, 0.97 
251862C0a, 1, SX3254873C, a, 120,  variable, 1, wye,  6.05969550609589, 0.97 
251862C0b, 1, SX3254873C, b, 120,  variable, 1, wye,  4.03044939041139E-02, 0.97 
251863C0a, 1, SX2745811C, a, 120,  variable, 1, wye,  8.2485082000494, 0.97 
251863C0b, 1, SX2745811C, b, 120,  variable, 1, wye,  1.9214917999506, 0.97 
251865C0a, 1, SX3142050C, a, 120,  variable, 1, wye,  5.40203474760056, 0.97 
251865C0b, 1, SX3142050C, b, 120,  variable, 1, wye,  0.697965252399444, 0.97 
251867C0a, 1, SX2861157C, a, 120,  variable, 1, wye,  2.71486888468266, 0.97 
251867C0b, 1, SX2861157C, b, 120,  variable, 1, wye,  7.45513111531734, 0.97 
260457B0a, 1, SX3086079B, a, 120,  variable, 1, wye,  2.90031623840332, 0.97 
260457B0b, 1, SX3086079B, b, 120,  variable, 1, wye,  0.98968376159668, 0.97 
260458B0a, 1, SX2936276B, a, 120,  variable, 1, wye,  0.501638917326927, 0.97 
260458B0b, 1, SX2936276B, b, 120,  variable, 1, wye,  3.38836108267307, 0.97 
260461B0a, 1, SX2861223B, a, 120,  variable, 1, wye,  4.46131198048592, 0.97 
260461B0b, 1, SX2861223B, b, 120,  variable, 1, wye,  5.26868801951408, 0.97 
260463B0a, 1, SX3086075B, a, 120,  variable, 1, wye,  1.2749899148941, 0.97 
260463B0b, 1, SX3086075B, b, 120,  variable, 1, wye,  4.5650100851059, 0.97 
260464A0a, 1, SX2730187A, a, 120,  variable, 1, wye,  1.74190418720245, 0.97 
260464A0b, 1, SX2730187A, b, 120,  variable, 1, wye,  11.5580958127975, 0.97 
260467A0a, 1, SX3104856A, a, 120,  variable, 1, wye,  2.68280781507492, 0.97 
260467A0b, 1, SX3104856A, b, 120,  variable, 1, wye,  2.63719218492508, 0.97 
260473A0a, 1, SX2861222A, a, 120,  variable, 1, wye,  13.1408666014671, 0.97 
260473A0b, 1, SX2861222A, b, 120,  variable, 1, wye,  0.159133398532868, 0.97 
260474A0a, 1, SX2917330A, a, 120,  variable, 1, wye,  8.10004136025906, 0.97 
260474A0b, 1, SX2917330A, b, 120,  variable, 1, wye,  0.769958639740944, 0.97 
260475A0a, 1, SX2879794A, a, 120,  variable, 1, wye,  5.93184571266174, 0.97 
260475A0b, 1, SX2879794A, b, 120,  variable, 1, wye,  7.36815428733826, 0.97 
260476A0a, 1, SX2936271A, a, 120,  variable, 1, wye,  3.24633306264877, 0.97 
260476A0b, 1, SX2936271A, b, 120,  variable, 1, wye,  2.07366693735123, 0.97 
260479A0a, 1, SX2955074A, a, 120,  variable, 1, wye,  10.2035141587257, 0.97 
260479A0b, 1, SX2955074A, b, 120,  variable, 1, wye,  3.09648584127426, 0.97 
260480C0a, 1, SX3030199C, a, 120,  variable, 1, wye,  5.44079144775867, 0.97 
260480C0b, 1, SX3030199C, b, 120,  variable, 1, wye,  4.72920855224133, 0.97 
260481C0a, 1, SX2730163C, a, 120,  variable, 1, wye,  9.69150393247604, 0.97 
260481C0b, 1, SX2730163C, b, 120,  variable, 1, wye,  0.478496067523956, 0.97 
260484A0a, 1, SX2992624A, a, 120,  variable, 1, wye,  1.18332342863083, 0.97 
260484A0b, 1, SX2992624A, b, 120,  variable, 1, wye,  4.13667657136917, 0.97 
260487A0a, 1, SX2692654A, a, 120,  variable, 1, wye,  4.15685058116913, 0.97 
260487A0b, 1, SX2692654A, b, 120,  variable, 1, wye,  1.16314941883087, 0.97 
260488A0a, 1, SX2842379A, a, 120,  variable, 1, wye,  2.52633565068245, 0.97 
260488A0b, 1, SX2842379A, b, 120,  variable, 1, wye,  10.7736643493176, 0.97 
260491C0a, 1, SX2805031C, a, 120,  variable, 1, wye,  2.22069662094116, 0.97 
260491C0b, 1, SX2805031C, b, 120,  variable, 1, wye,  13.0393033790588, 0.97 
260494B0a, 1, SX3068944B, a, 120,  variable, 1, wye,  6.16129498064518, 0.97 
260494B0b, 1, SX3068944B, b, 120,  variable, 1, wye,  8.42870501935482, 0.97 
260495B0a, 1, SX2767407B, a, 120,  variable, 1, wye,  0.385108519792557, 0.97 
260495B0b, 1, SX2767407B, b, 120,  variable, 1, wye,  3.50489148020744, 0.97 
260496B0a, 1, SX2879767B, a, 120,  variable, 1, wye,  2.86043712198734, 0.97 
260496B0b, 1, SX2879767B, b, 120,  variable, 1, wye,  1.02956287801266, 0.97 
260500B0a, 1, SX2711224B, a, 120,  variable, 1, wye,  1.02893800973892, 0.97 
260500B0b, 1, SX2711224B, b, 120,  variable, 1, wye,  2.86106199026108, 0.97 
260501B0a, 1, SX3142098B, a, 120,  variable, 1, wye,  0.486125466227531, 0.97 
260501B0b, 1, SX3142098B, b, 120,  variable, 1, wye,  9.24387453377247, 0.97 
260502B0a, 1, SX2748839B, a, 120,  variable, 1, wye,  1.99224375128746, 0.97 
260502B0b, 1, SX2748839B, b, 120,  variable, 1, wye,  1.89775624871254, 0.97 
260503B0a, 1, SX2917310B, a, 120,  variable, 1, wye,  5.0076086473465, 0.97 
260503B0b, 1, SX2917310B, b, 120,  variable, 1, wye,  0.832391352653503, 0.97 
